source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[cell type]	characteristics[disease]	characteristics[sex]	characteristics[strain or breed]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms min mz]	comment[ms max mz]	comment[carrier channel]	comment[reference channel]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[developmental stage]
Xla_16cell_D11_c3	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 5 (16-cell);AC=XAO:1000015	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_16cell_D11_c3	1	not pooled	3	run 24	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	2	2016-10-07_CL05_16cell1_10-06_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 5 (16-cell);AC=XAO:1000015
Xla_16cell_D11_c3	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 5 (16-cell);AC=XAO:1000015	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_16cell_D11_c3	1	not pooled	3	run 25	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	3	2016-10-07_CL06_16cell1_10-06_3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 5 (16-cell);AC=XAO:1000015
Xla_16cell_D11_c4	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 5 (16-cell);AC=XAO:1000015	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_16cell_D11_c4	1	not pooled	4	run 26	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	1	2017-10-25_CL02_Cell1_10242017_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 5 (16-cell);AC=XAO:1000015
Xla_16cell_D11_c4	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 5 (16-cell);AC=XAO:1000015	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_16cell_D11_c4	1	not pooled	4	run 27	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	2	2017-10-25_CL03_Cell1_10242017_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 5 (16-cell);AC=XAO:1000015
Xla_16cell_D11_c4	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 5 (16-cell);AC=XAO:1000015	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_16cell_D11_c4	1	not pooled	4	run 28	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	3	2017-10-26_CL04_Cell1_10252017_3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 5 (16-cell);AC=XAO:1000015
Xla_16cell_D11_c5	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 5 (16-cell);AC=XAO:1000015	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_16cell_D11_c5	1	not pooled	5	run 29	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	1	2017-11-01_CL03_Cell2_10252017-1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 5 (16-cell);AC=XAO:1000015
Xla_16cell_D11_c5	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 5 (16-cell);AC=XAO:1000015	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_16cell_D11_c5	1	not pooled	5	run 30	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	2	2017-11-01_CL04_Cell2_10252017-2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 5 (16-cell);AC=XAO:1000015
Xla_32cell_D112_c1	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 6 (32-cell);AC=XAO:1000016	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_32cell_D112_c1	1	not pooled	1	run 31	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	1	2016-10-06_CL03_32Cell1_9-15_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 6 (32-cell);AC=XAO:1000016
Xla_32cell_D112_c1	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 6 (32-cell);AC=XAO:1000016	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_32cell_D112_c1	1	not pooled	1	run 32	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	2	2016-10-06_CL06_32cell1_9-15_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 6 (32-cell);AC=XAO:1000016
Xla_32cell_D112_c1	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 6 (32-cell);AC=XAO:1000016	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_32cell_D112_c1	1	not pooled	1	run 33	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	3	2016-10-06_CL07_32cell1_9-15_3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 6 (32-cell);AC=XAO:1000016
Xla_32cell_D112_c2	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 6 (32-cell);AC=XAO:1000016	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_32cell_D112_c2	1	not pooled	2	run 34	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	1	2016-10-06_CL05_32cell5_9-15_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 6 (32-cell);AC=XAO:1000016
Xla_32cell_D112_c2	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 6 (32-cell);AC=XAO:1000016	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_32cell_D112_c2	1	not pooled	2	run 35	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	2	2016-10-07_CL02_32cell5_9-15_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 6 (32-cell);AC=XAO:1000016
Xla_32cell_D112_c2	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 6 (32-cell);AC=XAO:1000016	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_32cell_D112_c2	1	not pooled	2	run 36	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	3	2016-10-07_CL03_32cell5_9-15_3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 6 (32-cell);AC=XAO:1000016
Xla_32cell_D112_c3	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 6 (32-cell);AC=XAO:1000016	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_32cell_D112_c3	1	not pooled	3	run 37	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	1	2016-10-10_CL03_32cell1_10-06_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 6 (32-cell);AC=XAO:1000016
Xla_32cell_D112_c3	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 6 (32-cell);AC=XAO:1000016	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_32cell_D112_c3	1	not pooled	3	run 38	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	2	2016-10-10_CL05_32cell1_10-06_3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 6 (32-cell);AC=XAO:1000016
Xla_32cell_D112_c3	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 6 (32-cell);AC=XAO:1000016	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_32cell_D112_c3	1	not pooled	3	run 39	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	3	2016-10-10_CL06_32cell1_10-06_4.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 6 (32-cell);AC=XAO:1000016
Xla_32cell_D112_c4	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 6 (32-cell);AC=XAO:1000016	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_32cell_D112_c4	1	not pooled	4	run 40	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	1	2017-10-16_CL02_Cel5-10112017_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 6 (32-cell);AC=XAO:1000016
Xla_32cell_D112_c4	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 6 (32-cell);AC=XAO:1000016	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_32cell_D112_c4	1	not pooled	4	run 41	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	2	2017-10-16_CL03_Cel5-10112017_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 6 (32-cell);AC=XAO:1000016
Xla_32cell_D112_c4	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 6 (32-cell);AC=XAO:1000016	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_32cell_D112_c4	1	not pooled	4	run 42	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	3	2017-10-16_CL04_Cel5-10112017_3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 6 (32-cell);AC=XAO:1000016
Xla_32cell_D112_c5	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 6 (32-cell);AC=XAO:1000016	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_32cell_D112_c5	1	not pooled	5	run 43	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	1	2017-10-16_CL05_Cel6-10112017_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 6 (32-cell);AC=XAO:1000016
Xla_32cell_D112_c5	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 6 (32-cell);AC=XAO:1000016	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_32cell_D112_c5	1	not pooled	5	run 44	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	2	2017-10-16_CL06_Cel6-10112017_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 6 (32-cell);AC=XAO:1000016
Xla_32cell_D112_c6	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 6 (32-cell);AC=XAO:1000016	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_32cell_D112_c6	1	not pooled	6	run 45	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	1	2017-10-29_CL02_Cell3_10252017_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 6 (32-cell);AC=XAO:1000016
Xla_32cell_D112_c6	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 6 (32-cell);AC=XAO:1000016	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_32cell_D112_c6	1	not pooled	6	run 46	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	2	2017-10-29_CL03_Cell3_10252017_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 6 (32-cell);AC=XAO:1000016
Xla_32cell_D112_c7	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 6 (32-cell);AC=XAO:1000016	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_32cell_D112_c7	1	not pooled	7	run 47	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	1	2017-11-04_CL02_Cell7_10252017_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 6 (32-cell);AC=XAO:1000016
