source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[biorepository]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[culture medium]	characteristics[sample storage temperature]	characteristics[passage number]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms1 scan range]	comment[ms min charge]	comment[ms max charge]	comment[sample preparation batch]	comment[acquisition date]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell line]
500nL1ng_CH1_J20	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	500nL1ng_CH1_J20	1	6	500nL1ng_CH1_J20	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	VolCon_500nL_1ng_protease	2023-06-05	1	1	500nL1ng_CH1_J20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
500nL1ng_CH1_J22	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	500nL1ng_CH1_J22	1	7	500nL1ng_CH1_J22	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	VolCon_500nL_1ng_protease	2023-06-06	1	1	500nL1ng_CH1_J22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
500nL1ng_CH1_K18	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	500nL1ng_CH1_K18	1	8	500nL1ng_CH1_K18	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	VolCon_500nL_1ng_protease	2023-06-05	1	1	500nL1ng_CH1_K18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
500nL1ng_CH2_C18	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	500nL1ng_CH2_C18	1	9	500nL1ng_CH2_C18	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	VolCon_500nL_1ng_protease	2023-06-04	1	1	500nL1ng_CH2_C18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
500nL1ng_CH2_F18	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	500nL1ng_CH2_F18	1	10	500nL1ng_CH2_F18	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	VolCon_500nL_1ng_protease	2023-06-04	1	1	500nL1ng_CH2_F18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
500nL1ng_CH2_F21	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	500nL1ng_CH2_F21	1	11	500nL1ng_CH2_F21	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	VolCon_500nL_1ng_protease	2023-06-04	1	1	500nL1ng_CH2_F21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
500nL1ng_CH2_G20	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	500nL1ng_CH2_G20	1	12	500nL1ng_CH2_G20	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	VolCon_500nL_1ng_protease	2023-06-07	1	1	500nL1ng_CH2_G20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
500nL1ng_CH2_G22	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	500nL1ng_CH2_G22	1	13	500nL1ng_CH2_G22	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	VolCon_500nL_1ng_protease	2023-06-05	1	1	500nL1ng_CH2_G22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
500nL1ng_CH2_J16	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	500nL1ng_CH2_J16	1	14	500nL1ng_CH2_J16	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	VolCon_500nL_1ng_protease	2023-06-06	1	1	500nL1ng_CH2_J16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
500nL1ng_CH2_J21	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	500nL1ng_CH2_J21	1	15	500nL1ng_CH2_J21	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	VolCon_500nL_1ng_protease	2023-06-06	1	1	500nL1ng_CH2_J21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
500nL1ng_CH2_K20	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	500nL1ng_CH2_K20	1	16	500nL1ng_CH2_K20	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	VolCon_500nL_1ng_protease	2023-06-05	1	1	500nL1ng_CH2_K20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
500nL1ng_CH2_K21	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	500nL1ng_CH2_K21	1	17	500nL1ng_CH2_K21	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	VolCon_500nL_1ng_protease	2023-06-05	1	1	500nL1ng_CH2_K21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
500nL1ng_CH2_K22	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	500nL1ng_CH2_K22	1	18	500nL1ng_CH2_K22	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	VolCon_500nL_1ng_protease	2023-06-06	1	1	500nL1ng_CH2_K22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
500nL25ng_CH1_D15	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	500nL25ng_CH1_D15	1	1	500nL25ng_CH1_D15	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	VolCon_500nL_2.5ng_protease	2023-06-04	1	1	500nL25ng_CH1_D15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
500nL25ng_CH1_E10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	500nL25ng_CH1_E10	1	2	500nL25ng_CH1_E10	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	VolCon_500nL_2.5ng_protease	2023-06-05	1	1	500nL25ng_CH1_E10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
500nL25ng_CH1_E13	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	500nL25ng_CH1_E13	1	3	500nL25ng_CH1_E13	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	VolCon_500nL_2.5ng_protease	2023-06-07	1	1	500nL25ng_CH1_E13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
500nL25ng_CH1_E15	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	500nL25ng_CH1_E15	1	4	500nL25ng_CH1_E15	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	VolCon_500nL_2.5ng_protease	2023-06-06	1	1	500nL25ng_CH1_E15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
500nL25ng_CH1_G9	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	500nL25ng_CH1_G9	1	5	500nL25ng_CH1_G9	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	VolCon_500nL_2.5ng_protease	2023-06-06	1	1	500nL25ng_CH1_G9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
500nL25ng_CH1_H12	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	500nL25ng_CH1_H12	1	6	500nL25ng_CH1_H12	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	VolCon_500nL_2.5ng_protease	2023-06-06	1	1	500nL25ng_CH1_H12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
500nL25ng_CH1_J12	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	500nL25ng_CH1_J12	1	7	500nL25ng_CH1_J12	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	VolCon_500nL_2.5ng_protease	2023-06-05	1	1	500nL25ng_CH1_J12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
500nL25ng_CH1_K10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	500nL25ng_CH1_K10	1	8	500nL25ng_CH1_K10	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	VolCon_500nL_2.5ng_protease	2023-06-04	1	1	500nL25ng_CH1_K10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
500nL25ng_CH1_K12	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	500nL25ng_CH1_K12	1	9	500nL25ng_CH1_K12	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	VolCon_500nL_2.5ng_protease	2023-06-05	1	1	500nL25ng_CH1_K12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
500nL25ng_CH2_C10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	500nL25ng_CH2_C10	1	10	500nL25ng_CH2_C10	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	VolCon_500nL_2.5ng_protease	2023-06-06	1	1	500nL25ng_CH2_C10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
500nL25ng_CH2_F10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	500nL25ng_CH2_F10	1	11	500nL25ng_CH2_F10	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	VolCon_500nL_2.5ng_protease	2023-06-04	1	1	500nL25ng_CH2_F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
