source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[material type]	characteristics[treatment]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[dia method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[cell line]	factor value[treatment]
LL2076_p4_HelaQC_CarryOvertest1_blo_R5_2_ch2_DIAwet	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 656	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p4_HelaQC_CarryOvertest1_blo_R5_2_ch2_DIAwet.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p4_HelaQC_CarryOvertest2_blo_R5_1_ch1_DIAwet	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 657	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p4_HelaQC_CarryOvertest2_blo_R5_1_ch1_DIAwet.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p4_HelaQC_CarryOvertest2_blo_R5_1_ch2_DIAwet	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 658	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p4_HelaQC_CarryOvertest2_blo_R5_1_ch2_DIAwet.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p4_HelaQC_CarryOvertest2_blo_R5_2_ch1_DIAwet	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 659	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p4_HelaQC_CarryOvertest2_blo_R5_2_ch1_DIAwet.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p4_HelaQC_CarryOvertest2_blo_R5_2_ch2_DIAwet	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 660	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p4_HelaQC_CarryOvertest2_blo_R5_2_ch2_DIAwet.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p4_HelaQC_CarryOvertest3_blo_R5_1_ch1_DIAwet	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 661	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p4_HelaQC_CarryOvertest3_blo_R5_1_ch1_DIAwet.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p4_HelaQC_CarryOvertest3_blo_R5_1_ch2_DIAwet	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 662	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p4_HelaQC_CarryOvertest3_blo_R5_1_ch2_DIAwet.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p4_HelaQC_CarryOvertest3_blo_R5_2_ch1_DIAwet	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 663	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p4_HelaQC_CarryOvertest3_blo_R5_2_ch1_DIAwet.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p4_HelaQC_CarryOvertest3_blo_R5_2_ch2_DIAwet	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 664	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p4_HelaQC_CarryOvertest3_blo_R5_2_ch2_DIAwet.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p4_Helaiib_CarryOvertest_blo_R5_1_ch1_DIAwet5ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 665	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p4_Helaiib_CarryOvertest_blo_R5_1_ch1_DIAwet5ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p4_Helaiib_CarryOvertest_blo_R5_1_ch2_DIAwet5ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 666	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p4_Helaiib_CarryOvertest_blo_R5_1_ch2_DIAwet5ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p4_Helaiib_CarryOvertest_blo_R5_2_ch1_DIAwet5ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 667	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p4_Helaiib_CarryOvertest_blo_R5_2_ch1_DIAwet5ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p4_Helaiib_CarryOvertest_blo_R5_2_ch2_DIAwet5ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 668	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p4_Helaiib_CarryOvertest_blo_R5_2_ch2_DIAwet5ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p4_Helaiib_CarryOvertest_blo_R5_3_ch1_DIAwet5ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 669	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p4_Helaiib_CarryOvertest_blo_R5_3_ch1_DIAwet5ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p4_Helaiib_CarryOvertest_blo_R5_3_ch2_DIAwet5ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 670	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p4_Helaiib_CarryOvertest_blo_R5_3_ch2_DIAwet5ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p4_Helaiib_CarryOvertest_blo_R5_4_ch1_DIAwet5ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 671	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p4_Helaiib_CarryOvertest_blo_R5_4_ch1_DIAwet5ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p4_Helaiib_CarryOvertest_blo_R5_4_ch2_DIAwet5ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 672	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p4_Helaiib_CarryOvertest_blo_R5_4_ch2_DIAwet5ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p4_Helaiib_CarryOvertest_blo_R5_5_ch1_DIAwet5ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 673	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p4_Helaiib_CarryOvertest_blo_R5_5_ch1_DIAwet5ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p4_Helaiib_CarryOvertest_blo_R5_5_ch2_DIAwet5ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 674	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p4_Helaiib_CarryOvertest_blo_R5_5_ch2_DIAwet5ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
