source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dia method]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell line]
H460_out80_D8	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung large cell carcinoma;AC=MONDO:0003050	NT=NCI-H460;AC=CLO:0008089	CVCL_0459	NCI-H460	not available	male	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	H460_out80_D8	1	27	run 27	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	20	1	1	202500611_Astral1_Neo6_TH113_Matzinger_THIDSP_006__80SPD_out80_H460_D8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=NCI-H460;AC=CLO:0008089
H460_out80_D9	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung large cell carcinoma;AC=MONDO:0003050	NT=NCI-H460;AC=CLO:0008089	CVCL_0459	NCI-H460	not available	male	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	H460_out80_D9	1	28	run 28	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	20	1	1	202500611_Astral1_Neo6_TH113_Matzinger_THIDSP_006__80SPD_out80_H460_D9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=NCI-H460;AC=CLO:0008089
HeLa_std_T100_T100_1ng_mz10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 29	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	10	1	1	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T100__mz10_20ms_1ng_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T100_1ng_mz10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 30	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	10	1	2	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T100__mz10_20ms_1ng_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T100_1ng_mz10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 31	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	10	1	3	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T100__mz10_20ms_1ng_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T100_250pg_mz10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 32	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	10	1	1	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T100__mz10_20ms_250pg_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T100_250pg_mz10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 33	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	10	1	2	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T100__mz10_20ms_250pg_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T100_250pg_mz10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 34	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	10	1	3	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T100__mz10_20ms_250pg_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T100_250pg_mz20	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 35	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	20	1	1	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T100__mz20_40ms_250pg_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T100_250pg_mz20	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 36	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	20	1	2	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T100__mz20_40ms_250pg_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T100_250pg_mz20	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 37	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	20	1	3	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T100__mz20_40ms_250pg_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T100_16ng_mz4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 38	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	4	1	1	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T100__mz4_8ms_16ng_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T100_16ng_mz4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 39	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	4	1	2	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T100__mz4_8ms_16ng_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T100_16ng_mz4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 40	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	4	1	3	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T100__mz4_8ms_16ng_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T100_8ng_mz4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 41	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	4	1	1	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T100__mz4_8ms_8ng_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T100_8ng_mz4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 42	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	4	1	2	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T100__mz4_8ms_8ng_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T100_8ng_mz4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 43	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	4	1	3	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T100__mz4_8ms_8ng_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T100_16ng_mz5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 44	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	5	1	1	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T100__mz5_10ms_16ng_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T100_16ng_mz5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 45	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	5	1	2	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T100__mz5_10ms_16ng_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T100_16ng_mz5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 46	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	5	1	3	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T100__mz5_10ms_16ng_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T100_4ng_mz5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 47	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	5	1	1	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T100__mz5_10ms_4ng_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T100_4ng_mz5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 48	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	5	1	2	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T100__mz5_10ms_4ng_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T100_4ng_mz5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 49	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	5	1	3	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T100__mz5_10ms_4ng_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T100_8ng_mz5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 50	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	5	1	1	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T100__mz5_10ms_8ng_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
